order_id,customer_id,order_date,status,payment_method,delivery_type
O005349,C02626,2024-09-10,completed,Installment,Courier
O005350,C00339,2024-01-22,completed,Online Wallet,Pickup Point
O005351,C00586,2025-04-18,completed,Cash,Post
O005352,C03843,2025-07-13,returned,Cash,Pickup Point
O005353,C01739,2025-12-14,completed,Card,Pickup Point
O005354,C00515,2024-04-15,completed,Card,Courier
O005355,C04196,2026-01-10,completed,Online Wallet,Pickup Point
O005356,C02197,2024-11-13,completed,Cash,Post
O005357,C04960,2025-06-08,cancelled,Installment,Pickup Point
O005358,C01473,2026-01-19,completed,Installment,Courier
O005359,C04259,2024-11-14,cancelled,Online Wallet,Post
O005360,C02194,2024-12-28,completed,Online Wallet,Post
O005361,C02362,2025-02-14,completed,Installment,Pickup Point
O005362,C03635,2026-03-16,completed,Online Wallet,Pickup Point
O005363,C01190,2025-07-20,completed,Card,Post
O005364,C04684,2024-08-27,completed,Card,Pickup Point
O005365,C04831,2025-08-21,completed,Installment,Post
O005366,C01615,2026-01-07,completed,Installment,Pickup Point
O005367,C04216,2024-11-15,cancelled,Cash,Pickup Point
O005368,C01065,2025-06-22,completed,Card,Post
O005369,C02408,2026-02-13,completed,Cash,Pickup Point
O005370,C01357,2026-01-02,completed,Cash,Courier
O005371,C00936,2025-07-23,completed,Installment,Pickup Point
O005372,C01510,2024-02-21,completed,Online Wallet,Post
O005373,C01641,2026-03-07,completed,Card,Courier
O005374,C00776,2026-02-10,completed,Online Wallet,Post
O005375,C02395,2026-02-25,completed,Installment,Courier
O005376,C04188,2025-03-07,completed,Online Wallet,Pickup Point
O005377,C04438,2026-03-19,returned,Online Wallet,Pickup Point
O005378,C02574,2025-01-20,completed,Installment,Pickup Point
O005379,C01747,2025-07-29,completed,Card,Post
O005380,C03268,2026-03-30,completed,Installment,Courier
O005381,C04915,2026-03-24,cancelled,Cash,Courier
O005382,C02895,2024-09-15,completed,Cash,Post
O005383,C02182,2024-05-06,completed,Installment,Pickup Point
O005384,C04617,2025-08-29,completed,Cash,Pickup Point
O005385,C00501,2026-01-21,completed,Card,Post
O005386,C01228,2023-10-11,completed,Cash,Pickup Point
O005387,C04062,2025-06-28,completed,Card,Post
O005388,C02970,2026-01-29,completed,Online Wallet,Pickup Point
O005389,C02246,2025-11-26,returned,Card,Courier
O005390,C03080,2026-01-11,returned,Card,Courier
O005391,C02335,2025-07-13,completed,Online Wallet,Courier
O005392,C02042,2025-01-27,completed,Online Wallet,Courier
O005393,C00372,2025-02-23,completed,Online Wallet,Post
O005394,C04501,2024-12-31,completed,Installment,Post
O005395,C04677,2024-05-11,completed,Cash,Pickup Point
O005396,C04437,2025-05-18,completed,Online Wallet,Courier
O005397,C03160,2026-02-08,completed,Card,Pickup Point
O005398,C03219,2023-06-29,completed,Card,Courier
O005399,C04039,2026-02-26,completed,Online Wallet,Courier
O005400,C01323,2024-11-24,completed,Online Wallet,Courier
O005401,C04849,2026-03-23,returned,Cash,Pickup Point
O005402,C04495,2025-08-12,cancelled,Online Wallet,Post
O005403,C00364,2024-11-12,completed,Online Wallet,Courier
O005404,C01109,2025-10-01,cancelled,Card,Post
O005405,C02873,2025-10-12,completed,Installment,Courier
O005406,C00092,2026-03-23,completed,Online Wallet,Courier
O005407,C01320,2026-03-23,completed,Cash,Post
O005408,C03358,2025-12-09,completed,Card,Post
O005409,C02229,2025-01-24,cancelled,Cash,Courier
O005410,C01580,2026-03-27,completed,Cash,Post
O005411,C01916,2025-07-18,completed,Cash,Pickup Point
O005412,C03323,2024-05-27,completed,Cash,Post
O005413,C02387,2024-05-05,returned,Cash,Pickup Point
O005414,C02497,2026-01-17,completed,Installment,Post
O005415,C01529,2025-11-18,completed,Cash,Post
O005416,C04410,2025-12-08,completed,Online Wallet,Post
O005417,C01416,2025-08-27,completed,Online Wallet,Pickup Point
O005418,C01800,2025-04-12,returned,Cash,Pickup Point
O005419,C02003,2025-11-03,completed,Online Wallet,Post
O005420,C00456,2025-01-15,completed,Cash,Courier
O005421,C02885,2025-12-03,completed,Card,Courier
O005422,C02566,2025-04-14,completed,Cash,Pickup Point
O005423,C02367,2024-12-11,completed,Installment,Post
O005424,C00427,2024-12-09,completed,Card,Courier
O005425,C04637,2025-09-09,cancelled,Cash,Post
O005426,C01429,2025-03-12,completed,Cash,Pickup Point
O005427,C03107,2025-11-06,completed,Online Wallet,Courier
O005428,C03593,2025-12-23,completed,Installment,Post
O005429,C04677,2024-05-19,completed,Installment,Post
O005430,C04462,2024-05-03,completed,Online Wallet,Post
O005431,C04066,2024-09-03,completed,Installment,Courier
O005432,C04559,2025-10-03,completed,Card,Pickup Point
O005433,C01206,2025-11-30,cancelled,Installment,Courier
O005434,C02491,2025-12-04,completed,Cash,Post
O005435,C04456,2026-02-25,completed,Cash,Pickup Point
O005436,C00575,2025-09-07,completed,Cash,Post
O005437,C02468,2025-07-28,completed,Installment,Courier
O005438,C00612,2025-08-12,returned,Card,Pickup Point
O005439,C00410,2025-10-06,completed,Card,Courier
O005440,C02726,2023-03-22,completed,Installment,Post
O005441,C03318,2023-07-16,completed,Online Wallet,Pickup Point
O005442,C00500,2026-02-17,completed,Cash,Pickup Point
O005443,C01334,2024-10-13,completed,Cash,Post
O005444,C00758,2025-03-15,completed,Card,Courier
O005445,C00746,2025-11-12,returned,Card,Pickup Point
O005446,C03588,2025-10-23,completed,Cash,Pickup Point
O005447,C02552,2025-01-21,completed,Cash,Courier
O005448,C01442,2025-03-31,completed,Online Wallet,Post
O005449,C03352,2025-02-18,completed,Online Wallet,Courier
O005450,C03985,2026-01-04,completed,Card,Courier
O005451,C01890,2025-02-24,completed,Online Wallet,Post
O005452,C03995,2026-03-01,completed,Cash,Pickup Point
O005453,C00794,2025-05-17,completed,Installment,Pickup Point
O005454,C00678,2025-11-30,completed,Installment,Post
O005455,C01235,2025-12-17,completed,Installment,Courier
O005456,C02249,2024-10-02,cancelled,Online Wallet,Courier
O005457,C04562,2026-01-29,completed,Card,Post
O005458,C03777,2025-12-23,completed,Cash,Pickup Point
O005459,C02773,2023-10-17,completed,Online Wallet,Post
O005460,C00069,2026-02-24,completed,Cash,Courier
O005461,C04330,2025-11-03,completed,Cash,Post
O005462,C01668,2025-11-05,completed,Card,Courier
O005463,C04248,2026-02-19,completed,Online Wallet,Pickup Point
O005464,C04245,2024-01-05,completed,Installment,Post
O005465,C03019,2026-02-28,cancelled,Installment,Courier
O005466,C02252,2025-04-16,completed,Installment,Courier
O005467,C01301,2024-10-21,completed,Card,Pickup Point
O005468,C02516,2025-06-27,completed,Installment,Pickup Point
O005469,C01941,2026-03-20,completed,Cash,Courier
O005470,C03892,2025-11-21,completed,Card,Courier
O005471,C03664,2025-10-14,completed,Card,Post
O005472,C00962,2023-11-12,completed,Installment,Pickup Point
O005473,C00853,2026-02-20,completed,Card,Post
O005474,C03533,2026-03-09,completed,Card,Post
O005475,C04903,2024-04-21,completed,Card,Post
O005476,C04078,2024-05-03,completed,Installment,Post
O005477,C04996,2026-01-05,cancelled,Card,Courier
O005478,C04664,2025-07-27,completed,Online Wallet,Post
O005479,C03059,2025-11-22,cancelled,Card,Pickup Point
O005480,C01796,2026-02-12,completed,Cash,Post
O005481,C00291,2025-11-11,cancelled,Installment,Post
O005482,C04015,2024-06-19,completed,Card,Post
O005483,C00259,2025-10-10,returned,Installment,Post
O005484,C03017,2024-10-12,completed,Cash,Courier
O005485,C03333,2025-08-18,completed,Cash,Courier
O005486,C02315,2025-03-14,returned,Card,Courier
O005487,C02328,2025-08-03,completed,Online Wallet,Pickup Point
O005488,C01508,2025-04-18,completed,Card,Pickup Point
O005489,C03730,2025-11-07,completed,Online Wallet,Pickup Point
O005490,C03399,2024-02-08,cancelled,Installment,Post
O005491,C02331,2025-02-07,completed,Cash,Pickup Point
O005492,C00619,2025-11-10,completed,Card,Pickup Point
O005493,C03793,2026-03-09,completed,Card,Post
O005494,C03833,2024-07-16,completed,Online Wallet,Pickup Point
O005495,C04324,2025-12-11,completed,Card,Courier
O005496,C01860,2025-06-08,completed,Card,Pickup Point
O005497,C03473,2025-12-18,completed,Cash,Pickup Point
O005498,C02770,2026-01-23,completed,Card,Post
O005499,C02049,2026-03-17,completed,Card,Courier
O005500,C04697,2024-03-06,completed,Card,Courier
O005501,C03405,2025-10-16,completed,Card,Post
O005502,C01079,2024-06-25,completed,Cash,Post
O005503,C00270,2026-01-13,cancelled,Card,Post
O005504,C01647,2024-10-04,completed,Online Wallet,Post
O005505,C03106,2023-11-22,completed,Installment,Post
O005506,C01751,2025-04-30,completed,Cash,Courier
O005507,C04743,2025-11-13,completed,Installment,Courier
O005508,C03842,2025-09-25,completed,Online Wallet,Pickup Point
O005509,C02362,2026-02-23,completed,Online Wallet,Pickup Point
O005510,C01810,2026-01-15,completed,Online Wallet,Courier
O005511,C02101,2023-12-21,completed,Installment,Post
O005512,C01210,2023-12-15,completed,Installment,Courier
O005513,C04546,2025-09-23,completed,Card,Post
O005514,C03412,2025-08-29,completed,Installment,Pickup Point
O005515,C02230,2025-05-19,completed,Online Wallet,Pickup Point
O005516,C03486,2023-07-31,cancelled,Card,Courier
O005517,C04885,2024-04-06,completed,Card,Courier
O005518,C00858,2025-03-02,cancelled,Online Wallet,Post
O005519,C02980,2024-11-11,completed,Online Wallet,Courier
O005520,C04977,2023-05-03,completed,Installment,Post
O005521,C03617,2026-01-27,completed,Cash,Courier
O005522,C01398,2025-02-14,completed,Card,Courier
O005523,C00691,2024-10-10,cancelled,Online Wallet,Post
O005524,C03580,2025-03-13,returned,Card,Pickup Point
O005525,C04567,2025-04-26,completed,Cash,Post
O005526,C00041,2025-05-22,completed,Installment,Courier
O005527,C00459,2025-12-29,returned,Card,Post
O005528,C03896,2026-02-01,completed,Cash,Post
O005529,C03590,2025-03-31,returned,Cash,Pickup Point
O005530,C01020,2024-09-18,completed,Installment,Pickup Point
O005531,C03822,2024-08-11,completed,Online Wallet,Post
O005532,C00620,2026-02-17,completed,Online Wallet,Courier
O005533,C02252,2024-05-13,completed,Card,Post
O005534,C02299,2024-12-29,completed,Installment,Post
O005535,C03942,2026-02-20,completed,Card,Courier
O005536,C04371,2024-07-01,completed,Card,Pickup Point
O005537,C02240,2025-06-17,completed,Installment,Post
O005538,C02074,2025-01-13,completed,Cash,Post
O005539,C02153,2026-01-16,returned,Installment,Courier
O005540,C03090,2024-11-14,completed,Installment,Post
O005541,C00449,2025-05-11,completed,Online Wallet,Post
O005542,C00782,2025-10-24,completed,Cash,Courier
O005543,C02284,2024-09-24,completed,Cash,Pickup Point
O005544,C01860,2025-07-07,completed,Installment,Courier
O005545,C03575,2025-03-21,completed,Card,Post
O005546,C03171,2025-06-11,returned,Card,Courier
O005547,C02622,2026-01-18,completed,Installment,Pickup Point
O005548,C04835,2025-04-28,completed,Installment,Courier
O005549,C00568,2025-12-26,cancelled,Cash,Post
O005550,C04779,2026-03-10,completed,Cash,Pickup Point
O005551,C02702,2024-06-29,completed,Card,Post
O005552,C00742,2024-12-04,returned,Installment,Pickup Point
O005553,C04211,2024-07-29,completed,Online Wallet,Pickup Point
O005554,C03022,2025-09-24,completed,Cash,Pickup Point
O005555,C04158,2025-11-09,completed,Installment,Post
O005556,C00747,2026-01-13,completed,Installment,Courier
O005557,C01153,2025-10-05,completed,Online Wallet,Post
O005558,C03301,2025-03-13,completed,Cash,Courier
O005559,C00335,2026-01-08,completed,Card,Post
O005560,C01731,2025-06-22,completed,Cash,Courier
O005561,C00803,2026-01-28,completed,Installment,Courier
O005562,C03068,2026-01-29,cancelled,Online Wallet,Post
O005563,C03881,2025-01-31,completed,Online Wallet,Pickup Point
O005564,C00399,2025-09-29,cancelled,Cash,Pickup Point
O005565,C03257,2024-05-13,completed,Cash,Courier
O005566,C02935,2025-11-06,cancelled,Online Wallet,Pickup Point
O005567,C01380,2025-10-22,returned,Cash,Post
O005568,C04533,2026-03-31,completed,Card,Post
O005569,C00080,2025-08-31,completed,Card,Pickup Point
O005570,C03603,2026-01-11,completed,Online Wallet,Post
O005571,C00228,2026-03-24,completed,Card,Courier
O005572,C03465,2024-12-25,completed,Cash,Courier
O005573,C01461,2025-06-15,cancelled,Online Wallet,Courier
O005574,C02482,2025-09-27,completed,Card,Courier
O005575,C01432,2025-11-16,cancelled,Installment,Pickup Point
O005576,C03413,2025-04-09,completed,Card,Pickup Point
O005577,C02222,2025-08-07,completed,Installment,Pickup Point
O005578,C00602,2025-04-25,completed,Installment,Post
O005579,C04443,2025-05-02,cancelled,Online Wallet,Courier
O005580,C01965,2024-02-11,completed,Cash,Post
O005581,C02082,2024-02-21,completed,Cash,Pickup Point
O005582,C01886,2025-09-01,completed,Cash,Courier
O005583,C01823,2025-06-07,returned,Card,Post
O005584,C04298,2023-05-04,completed,Card,Post
O005585,C04986,2026-02-07,completed,Cash,Post
O005586,C02852,2025-05-27,completed,Installment,Pickup Point
O005587,C02471,2026-02-13,completed,Card,Post
O005588,C01258,2026-03-12,completed,Installment,Pickup Point
O005589,C02989,2025-04-25,completed,Cash,Pickup Point
O005590,C00252,2025-01-07,cancelled,Online Wallet,Courier
O005591,C02500,2025-06-11,completed,Card,Courier
O005592,C04791,2025-10-17,completed,Cash,Pickup Point
O005593,C02882,2025-07-17,completed,Card,Pickup Point
O005594,C00019,2025-12-07,completed,Installment,Pickup Point
O005595,C03740,2025-06-30,cancelled,Card,Post
O005596,C04081,2025-12-23,completed,Cash,Pickup Point
O005597,C01212,2025-03-22,completed,Card,Pickup Point
O005598,C02420,2025-09-04,completed,Installment,Courier
O005599,C04215,2025-12-24,cancelled,Cash,Courier
O005600,C04419,2025-05-24,completed,Online Wallet,Pickup Point
O005601,C00448,2026-02-12,completed,Online Wallet,Post
O005602,C02390,2024-05-24,completed,Installment,Post
O005603,C00291,2026-03-30,completed,Card,Courier
O005604,C03167,2026-01-02,completed,Card,Post
O005605,C00515,2025-06-10,completed,Online Wallet,Courier
O005606,C04786,2026-03-11,returned,Card,Post
O005607,C03448,2023-05-22,returned,Installment,Pickup Point
O005608,C02600,2023-06-24,completed,Installment,Post
O005609,C00278,2024-12-12,cancelled,Online Wallet,Post
O005610,C04461,2026-01-25,completed,Online Wallet,Pickup Point
O005611,C03402,2025-06-25,completed,Online Wallet,Courier
O005612,C00416,2026-02-08,completed,Card,Courier
O005613,C04276,2024-11-20,cancelled,Card,Courier
O005614,C03941,2026-02-17,completed,Online Wallet,Post
O005615,C01618,2026-03-20,completed,Online Wallet,Pickup Point
O005616,C03315,2026-01-17,completed,Installment,Pickup Point
O005617,C00909,2024-08-12,completed,Installment,Courier
O005618,C01050,2025-05-16,completed,Installment,Courier
O005619,C04490,2025-12-13,completed,Installment,Pickup Point
O005620,C02169,2026-02-16,completed,Installment,Post
O005621,C03540,2026-03-10,completed,Installment,Post
O005622,C03249,2025-11-18,completed,Online Wallet,Post
O005623,C00392,2024-11-11,completed,Cash,Post
O005624,C04041,2025-12-15,completed,Card,Post
O005625,C04142,2025-04-13,completed,Card,Pickup Point
O005626,C01199,2026-01-27,completed,Installment,Courier
O005627,C03039,2026-01-13,completed,Installment,Pickup Point
O005628,C04311,2024-11-20,completed,Installment,Courier
O005629,C01592,2026-03-09,completed,Online Wallet,Courier
O005630,C00510,2024-12-25,completed,Cash,Pickup Point
O005631,C03166,2025-09-26,completed,Installment,Pickup Point
O005632,C03527,2025-08-12,completed,Online Wallet,Pickup Point
O005633,C03060,2024-10-29,completed,Cash,Post
O005634,C04651,2026-03-15,completed,Installment,Pickup Point
O005635,C04404,2025-06-09,completed,Cash,Post
O005636,C04850,2025-08-11,completed,Cash,Courier
O005637,C02982,2025-09-10,returned,Cash,Courier
O005638,C03975,2026-03-09,cancelled,Card,Pickup Point
O005639,C04503,2023-11-20,completed,Installment,Courier
O005640,C03203,2025-12-21,cancelled,Online Wallet,Post
O005641,C03615,2025-10-09,completed,Installment,Post
O005642,C04009,2024-12-04,completed,Online Wallet,Post
O005643,C01458,2025-05-30,completed,Cash,Pickup Point
O005644,C00483,2026-02-19,completed,Installment,Pickup Point
O005645,C02480,2023-12-19,completed,Installment,Post
O005646,C01348,2025-12-29,completed,Online Wallet,Courier
O005647,C01419,2025-03-02,cancelled,Installment,Pickup Point
O005648,C01648,2024-10-16,completed,Online Wallet,Pickup Point
O005649,C04892,2025-11-13,cancelled,Cash,Courier
O005650,C01310,2025-06-29,completed,Card,Post
O005651,C04051,2025-10-12,completed,Cash,Courier
O005652,C00491,2025-10-28,completed,Cash,Courier
O005653,C02482,2026-03-11,completed,Online Wallet,Pickup Point
O005654,C00510,2025-07-13,completed,Online Wallet,Post
O005655,C01463,2025-06-21,completed,Cash,Post
O005656,C00105,2026-01-14,completed,Card,Courier
O005657,C04977,2023-09-29,cancelled,Card,Pickup Point
O005658,C04808,2024-02-05,completed,Card,Post
O005659,C03963,2026-03-03,completed,Installment,Pickup Point
O005660,C02673,2025-12-16,completed,Online Wallet,Courier
O005661,C03350,2026-02-22,completed,Online Wallet,Post
O005662,C02350,2026-02-02,completed,Installment,Pickup Point
O005663,C00303,2026-03-14,completed,Cash,Courier
O005664,C04297,2025-09-09,completed,Online Wallet,Pickup Point
O005665,C01740,2025-01-27,completed,Installment,Pickup Point
O005666,C02643,2025-05-26,completed,Installment,Post
O005667,C04267,2026-01-28,completed,Card,Courier
O005668,C02338,2026-01-29,completed,Installment,Post
O005669,C01811,2025-09-22,cancelled,Cash,Pickup Point
O005670,C04717,2025-06-17,returned,Online Wallet,Post
O005671,C00221,2025-08-27,completed,Online Wallet,Courier
O005672,C02653,2026-03-08,completed,Cash,Post
O005673,C00332,2025-10-14,cancelled,Cash,Courier
O005674,C00958,2024-10-17,completed,Card,Courier
O005675,C00741,2024-12-17,completed,Card,Courier
O005676,C03942,2026-03-15,completed,Card,Pickup Point
O005677,C02018,2025-12-21,completed,Card,Courier
O005678,C02207,2025-11-20,returned,Installment,Courier
O005679,C02038,2026-02-04,completed,Cash,Pickup Point
O005680,C03569,2024-10-02,completed,Card,Courier
